wikidata_link,label
http://www.wikidata.org/entity/Q7120629,PSE Financials Index
http://www.wikidata.org/entity/Q7120630,PSE Mining and Oil Index
http://www.wikidata.org/entity/Q7381316,Russell 2500 Index
http://www.wikidata.org/entity/Q7381684,Russell Microcap Index
http://www.wikidata.org/entity/Q7381685,Russell Midcap Index
http://www.wikidata.org/entity/Q7381781,Russell Small Cap Completeness Index
http://www.wikidata.org/entity/Q7381827,Russell Top 200 Index
http://www.wikidata.org/entity/Q7381828,Russell Top 50 Index
http://www.wikidata.org/entity/Q7382064,Russian Industrial Leaders Index
http://www.wikidata.org/entity/Q7386988,S&P/ASX 300
http://www.wikidata.org/entity/Q7386989,S&P/ASX 20
http://www.wikidata.org/entity/Q7386990,S&P/TOPIX 150
http://www.wikidata.org/entity/Q7386991,S&P/TSX Venture Composite Index
http://www.wikidata.org/entity/Q741435,assets under management
http://www.wikidata.org/entity/Q827133,Berry-Index
http://www.wikidata.org/entity/Q831866,operating income
http://www.wikidata.org/entity/Q860380,Total Assets
http://www.wikidata.org/entity/Q939134,return on investment
http://www.wikidata.org/entity/Q1047306,Cash flow return on investment
http://www.wikidata.org/entity/Q60372,solar eclipse of March 20, 2015
http://www.wikidata.org/entity/Q60624,Solar eclipse of September 13, 2015
http://www.wikidata.org/entity/Q63210,solar eclipse of December 14, 2020
http://www.wikidata.org/entity/Q249308,Solar eclipse of February 7, 2008
http://www.wikidata.org/entity/Q29206,Indonesian Crude Price
http://www.wikidata.org/entity/Q127473,Price–earnings ratio
http://www.wikidata.org/entity/Q167064,debt-to-equity ratio
http://www.wikidata.org/entity/Q180687,consumer price index
http://www.wikidata.org/entity/Q180303,Marília Formation
http://www.wikidata.org/entity/Q188645,Tertiary
http://www.wikidata.org/entity/Q3577539,Solar eclipse of July 13, 2037
http://www.wikidata.org/entity/Q3577540,Solar eclipse of November 14, 2031
http://www.wikidata.org/entity/Q3577541,Solar eclipse of February 15, 1961
http://www.wikidata.org/entity/Q3577542,Solar eclipse of December 15, 2039
http://www.wikidata.org/entity/Q3577543,Solar eclipse of May 20, 2050
http://www.wikidata.org/entity/Q3577544,Solar eclipse of March 20, 2034
http://www.wikidata.org/entity/Q3577545,Solar eclipse of July 22, 2028
http://www.wikidata.org/entity/Q3577546,Solar eclipse of August 23, 2044
http://www.wikidata.org/entity/Q3577547,Solar eclipse of September 23, 2090
http://www.wikidata.org/entity/Q726669,Solar eclipse of July 1, 2011
http://www.wikidata.org/entity/Q774379,Solar eclipse of July 11, 2010
http://www.wikidata.org/entity/Q780616,Solar eclipse of December 5, 2048
http://www.wikidata.org/entity/Q841551,Solar eclipse of May 31, 2003
http://www.wikidata.org/entity/Q908988,Mursili's eclipse
http://www.wikidata.org/entity/Q920426,Solar eclipse of September 2, 2035
http://www.wikidata.org/entity/Q929952,Solar eclipse of April 17, 1912
http://www.wikidata.org/entity/Q5687648,solar eclipse of August 11, 562 BC
http://www.wikidata.org/entity/Q5687651,solar eclipse of June 29, 558 BC
http://www.wikidata.org/entity/Q5687653,solar eclipse of August 19, 533 BC
http://www.wikidata.org/entity/Q5687656,solar eclipse of May 29, 501 BC
http://www.wikidata.org/entity/Q5687659,solar eclipse of August 11, 486 BC
http://www.wikidata.org/entity/Q5687661,solar eclipse of June 12, 475 BC
http://www.wikidata.org/entity/Q5687663,solar eclipse of April 9, 461 BC
http://www.wikidata.org/entity/Q5687665,solar eclipse of June 22, 457 BC
http://www.wikidata.org/entity/Q5687667,solar eclipse of August 12, 421 BC
http://www.wikidata.org/entity/Q5687670,solar eclipse of June 13, 410 BC
http://www.wikidata.org/entity/Q5687671,solar eclipse of August 23, 403 BC
http://www.wikidata.org/entity/Q5687674,solar eclipse of June 23, 392 BC
http://www.wikidata.org/entity/Q5687676,solar eclipse of August 14, 348 BC
http://www.wikidata.org/entity/Q5687678,solar eclipse of June 14, 345 BC
http://www.wikidata.org/entity/Q5687680,solar eclipse of August 24, 338 BC
http://www.wikidata.org/entity/Q5687681,solar eclipse of August 15, 291 BC
http://www.wikidata.org/entity/Q5687683,solar eclipse of August 16, 283 BC
http://www.wikidata.org/entity/Q5687685,solar eclipse of June 13, 269 BC
http://www.wikidata.org/entity/Q5687687,solar eclipse of August 18, 218 BC
http://www.wikidata.org/entity/Q5687688,solar eclipse of August 18, 153 BC
http://www.wikidata.org/entity/Q1333394,Solar eclipse of April 20, 2023
http://www.wikidata.org/entity/Q1343472,Solar eclipse of August 18, 1868
http://www.wikidata.org/entity/Q1368046,Solar eclipse of July 2, 2019
http://www.wikidata.org/entity/Q1409455,Solar eclipse of June 30, 1992
http://www.wikidata.org/entity/Q1437630,solar eclipse of August 21, 2017
http://www.wikidata.org/entity/Q94767,Emu Bay Shale
http://www.wikidata.org/entity/Q103924,Neogene
http://www.wikidata.org/entity/Q5997618,Iles Formation
http://www.wikidata.org/entity/Q5998486,Iljig Formation
http://www.wikidata.org/entity/Q6009031,In Beceten Formation
http://www.wikidata.org/entity/Q6046849,Interlake Formation
http://www.wikidata.org/entity/Q6057215,Intertrappean Beds
http://www.wikidata.org/entity/Q6064153,Iouaridene Formation
http://www.wikidata.org/entity/Q6068329,Irati Formation
http://www.wikidata.org/entity/Q6080066,Ishbel Group
http://www.wikidata.org/entity/Q6094012,Itapecuru Formation
http://www.wikidata.org/entity/Q6096263,Kittatinny Formation
http://www.wikidata.org/entity/Q6100389,Iwaki Formation
http://www.wikidata.org/entity/Q6100979,Raña Formation
http://www.wikidata.org/entity/Q6102236,Izuki Formation
http://www.wikidata.org/entity/Q6126017,Jalama Formation
http://www.wikidata.org/entity/Q6172519,Jebel Qatrani Formation
http://www.wikidata.org/entity/Q6175734,Jeffersonville Limestone
http://www.wikidata.org/entity/Q6191742,Jianguan Formation
http://www.wikidata.org/entity/Q6191842,Jianshanying Formation
http://www.wikidata.org/entity/Q6191856,Jianxing Formation
http://www.wikidata.org/entity/Q6202451,Jingxing Formation
http://www.wikidata.org/entity/Q6202498,Jinhua Formation
http://www.wikidata.org/entity/Q6202539,Jinjiang Formation
http://www.wikidata.org/entity/Q6202562,Jinju Formation
http://www.wikidata.org/entity/Q6206875,Jobu Formation
http://www.wikidata.org/entity/Q6269951,Joli Fou Formation
http://www.wikidata.org/entity/Q6311643,Juncal Formation
http://www.wikidata.org/entity/Q6313027,Juniata Formation
http://www.wikidata.org/entity/Q6315352,Jurong Formation
http://www.wikidata.org/entity/Q6345711,Kadsi Formation
http://www.wikidata.org/entity/Q6349215,Kakanaut Formation
http://www.wikidata.org/entity/Q6350077,Kaladongar Formation
http://www.wikidata.org/entity/Q6350147,Kalahari Deposits
http://www.wikidata.org/entity/Q6351727,Kalaza Formation
http://www.wikidata.org/entity/Q6353543,Kallanakurichi Formation
http://www.wikidata.org/entity/Q6353564,Kallankurichi Formation
http://www.wikidata.org/entity/Q6362912,Kanguk Formation
http://www.wikidata.org/entity/Q6363702,Kankazagan Formation
http://www.wikidata.org/entity/Q6372779,Karmutsen Formation
http://www.wikidata.org/entity/Q6374568,Kaskapau Formation
http://www.wikidata.org/entity/Q6377601,Katiki Formation
http://www.wikidata.org/entity/Q6383427,Keg River Formation
http://www.wikidata.org/entity/Q6385644,Kellaways Formation
http://www.wikidata.org/entity/Q10251,plasma
http://www.wikidata.org/entity/Q1134378,Earnings per share
http://www.wikidata.org/entity/Q1163221,return on assets
http://www.wikidata.org/entity/Q1179136,Days sales outstanding
http://www.wikidata.org/entity/Q1273927,earnings before interest, taxes, and amortization
http://www.wikidata.org/entity/Q1322695,Price-sales ratio
http://www.wikidata.org/entity/Q742949,Yixian Formation
http://www.wikidata.org/entity/Q743343,Tonian
http://www.wikidata.org/entity/Q745936,Main Dolomite
http://www.wikidata.org/entity/Q757944,Attendorn-Elsper Doppelmulde
http://www.wikidata.org/entity/Q759175,Auer Formation
http://www.wikidata.org/entity/Q776333,Stenian
http://www.wikidata.org/entity/Q805931,Bamberg Formation
http://www.wikidata.org/entity/Q812597,Bayreuth Formation
http://www.wikidata.org/entity/Q62100,Ordovician
http://www.wikidata.org/entity/Q3088920,Gambia–Senegal border
http://www.wikidata.org/entity/Q3088921,Greece–North Macedonia border
http://www.wikidata.org/entity/Q3088922,Greece–Turkey border
http://www.wikidata.org/entity/Q3088923,Guinea-Bissau–Senegal border
http://www.wikidata.org/entity/Q3088927,Guinea–Sierra Leone border
http://www.wikidata.org/entity/Q3088929,Guinea–Liberia border
http://www.wikidata.org/entity/Q3088930,Guinea–Mali border
http://www.wikidata.org/entity/Q3088932,Guinea–Senegal border
http://www.wikidata.org/entity/Q5687057,solar eclipse of August 4, 309 BC
http://www.wikidata.org/entity/Q5687060,solar eclipse of May 22, 305 BC
http://www.wikidata.org/entity/Q5687062,solar eclipse of May 14, 269 BC
http://www.wikidata.org/entity/Q5687063,solar eclipse of May 14, 258 BC
http://www.wikidata.org/entity/Q5687067,solar eclipse of May 24, 240 BC
http://www.wikidata.org/entity/Q5687069,solar eclipse of May 28, 186 BC
http://www.wikidata.org/entity/Q5687071,solar eclipse of May 26, 175 BC
http://www.wikidata.org/entity/Q5687073,solar eclipse of August 8, 171 BC
http://www.wikidata.org/entity/Q5687076,solar eclipse of May 27, 110 BC
http://www.wikidata.org/entity/Q5687079,solar eclipse of August 19, 77 BC
http://www.wikidata.org/entity/Q5687081,solar eclipse of March 5, 59 BC
http://www.wikidata.org/entity/Q5687083,solar eclipse of August 11, 41 BC
http://www.wikidata.org/entity/Q5687085,solar eclipse of August 20, 12 BC
http://www.wikidata.org/entity/Q5687109,solar eclipse of February 18, 1976 BC
http://www.wikidata.org/entity/Q5687110,solar eclipse of February 20, 1911 BC
http://www.wikidata.org/entity/Q5687112,solar eclipse of October 1, 5 BC
http://www.wikidata.org/entity/Q5687136,solar eclipse of May 6, 1766 BC
http://www.wikidata.org/entity/Q5687138,solar eclipse of May 7, 1701 BC
http://www.wikidata.org/entity/Q5687140,solar eclipse of May 7, 1644 BC
http://www.wikidata.org/entity/Q5687141,solar eclipse of May 9, 1636 BC
http://www.wikidata.org/entity/Q192472,net present value
http://www.wikidata.org/entity/Q201680,Burn rate
http://www.wikidata.org/entity/Q205179,times interest earned
http://www.wikidata.org/entity/Q796024,GDP deflator
http://www.wikidata.org/entity/Q224934,Great Escarpment
http://www.wikidata.org/entity/Q257593,Fleming Fjord Formation
http://www.wikidata.org/entity/Q351454,Adamantina Formation
http://www.wikidata.org/entity/Q357587,Glen Rose Formation
http://www.wikidata.org/entity/Q367597,Ectasian
http://www.wikidata.org/entity/Q391388,Hesperian
http://www.wikidata.org/entity/Q437083,Altenglan Formation
http://www.wikidata.org/entity/Q453386,Amaltheenton Formation
http://www.wikidata.org/entity/Q454040,Fur Formation
http://www.wikidata.org/entity/Q2035756,Solar eclipse of May 29, 1919
http://www.wikidata.org/entity/Q2063825,Solar eclipse of April 29, 2014
http://www.wikidata.org/entity/Q2064930,Solar eclipse of May 10, 2013
http://www.wikidata.org/entity/Q2301896,Solar eclipse of July 13, 2018
http://www.wikidata.org/entity/Q2301900,Solar eclipse of August 21, 1914
http://www.wikidata.org/entity/Q2464643,Solar eclipse of August 12, 2026
http://www.wikidata.org/entity/Q633451,Bellerophon-Formation
http://www.wikidata.org/entity/Q639503,Ischigualasto Provincial Park
http://www.wikidata.org/entity/Q660306,Arietenkalk Formation
http://www.wikidata.org/entity/Q684942,Statherian
http://www.wikidata.org/entity/Q697517,Arnstadt Formation
http://www.wikidata.org/entity/Q720640,Sanga do Cabral Formation
http://www.wikidata.org/entity/Q722203,Manda Formation
http://www.wikidata.org/entity/Q724565,Ash Hollow Formation
http://www.wikidata.org/entity/Q741367,Green River Formation
http://www.wikidata.org/entity/Q934366,Solar eclipse of March 29, 2006
http://www.wikidata.org/entity/Q954324,Solar eclipse of February 26, 2017
http://www.wikidata.org/entity/Q978836,Solar eclipse of January 6, 2019
http://www.wikidata.org/entity/Q985186,Solar eclipse of September 3, 2081
http://www.wikidata.org/entity/Q1029040,Solar eclipse of August 11, 2018
http://www.wikidata.org/entity/Q1030370,Solar eclipse of October 3, 2005
http://www.wikidata.org/entity/Q1584078,Solar eclipse of November 3, 1994
http://www.wikidata.org/entity/Q1584094,Solar eclipse of May 21, 1993
http://www.wikidata.org/entity/Q1584153,Solar eclipse of October 12, 1996
http://www.wikidata.org/entity/Q1630005,Solar eclipse of April 30, 2022
http://www.wikidata.org/entity/Q1640337,Solar eclipse of October 24, 1995
http://www.wikidata.org/entity/Q1769714,Solar eclipse of October 25, 2022
http://www.wikidata.org/entity/Q1783532,Solar eclipse of June 1, 2011
http://www.wikidata.org/entity/Q5687752,solar eclipse of July 9, 540 BC
http://www.wikidata.org/entity/Q5687754,solar eclipse of March 31, 490 BC
http://www.wikidata.org/entity/Q5687756,solar eclipse of July 3, 439 BC
http://www.wikidata.org/entity/Q5687759,solar eclipse of March 31, 414 BC
http://www.wikidata.org/entity/Q5687760,solar eclipse of March 11, 377 BC
http://www.wikidata.org/entity/Q5687762,solar eclipse of July 4, 374 BC
http://www.wikidata.org/entity/Q5687764,solar eclipse of March 22, 359 BC
http://www.wikidata.org/entity/Q5687767,solar eclipse of March 31, 349 BC
http://www.wikidata.org/entity/Q5687769,solar eclipse of July 5, 309 BC
http://www.wikidata.org/entity/Q5687770,solar eclipse of March 23, 302 BC
http://www.wikidata.org/entity/Q5687771,solar eclipse of March 13, 255 BC
http://www.wikidata.org/entity/Q5687772,solar eclipse of March 23, 237 BC
http://www.wikidata.org/entity/Q5687776,solar eclipse of March 25, 229 BC
http://www.wikidata.org/entity/Q5687777,solar eclipse of July 6, 225 BC
http://www.wikidata.org/entity/Q5687781,solar eclipse of March 26, 164 BC
http://www.wikidata.org/entity/Q5687783,solar eclipse of March 17, 117 BC
http://www.wikidata.org/entity/Q5687786,solar eclipse of July 8, 103 BC
http://www.wikidata.org/entity/Q5687788,solar eclipse of July 20, 77 BC
http://www.wikidata.org/entity/Q5687791,solar eclipse of July 31, 59 BC
http://www.wikidata.org/entity/Q5687793,solar eclipse of July 21, 12 BC
http://www.wikidata.org/entity/Q7987200,Westbury Formation
http://www.wikidata.org/entity/Q7994172,Whitby Mudstone Formation
http://www.wikidata.org/entity/Q7995008,White Limestone Formation
http://www.wikidata.org/entity/Q7995262,White Rim Sandstone
http://www.wikidata.org/entity/Q8021025,Williams Fork Formation
http://www.wikidata.org/entity/Q8022296,Willow Creek Formation
http://www.wikidata.org/entity/Q8022472,Wills Creek Formation
http://www.wikidata.org/entity/Q8022515,Willwood Formation
http://www.wikidata.org/entity/Q8024228,Windimurra Igneous Complex
http://www.wikidata.org/entity/Q8027696,Wissahickon Formation
http://www.wikidata.org/entity/Q8030235,Wolfville Formation
http://www.wikidata.org/entity/Q8030541,Wolverine Formation
http://www.wikidata.org/entity/Q8032371,Woodbine Formation
http://www.wikidata.org/entity/Q8032472,Woodbury Formation
http://www.wikidata.org/entity/Q8033451,Woodstock Quartz Monzonite
http://www.wikidata.org/entity/Q8043914,Xert Formation
http://www.wikidata.org/entity/Q8044084,Xiagou Formation
http://www.wikidata.org/entity/Q8044255,Xiaogou Formation
http://www.wikidata.org/entity/Q8044309,Xiaoyan Formation
http://www.wikidata.org/entity/Q8044356,Xidagou formation
http://www.wikidata.org/entity/Q8044408,Xiguayuan Formation
http://www.wikidata.org/entity/Q8044413,Xiheli Formation
http://www.wikidata.org/entity/Q8044419,Xihui Formation
http://www.wikidata.org/entity/Q8044425,Xikeng Formation
http://www.wikidata.org/entity/Q8044638,Xinminbao Group
http://www.wikidata.org/entity/Q8044641,Xinpongnaobao Formation
http://www.wikidata.org/entity/Q8044777,Xishancun Formation
http://www.wikidata.org/entity/Q8044793,Xitun Formation
http://www.wikidata.org/entity/Q8044807,Xiushan Formation
http://www.wikidata.org/entity/Q8046473,Yacoraite Formation
http://www.wikidata.org/entity/Q8047611,Yamaga Formation
http://www.wikidata.org/entity/Q8052266,Yeni Eskihisar
http://www.wikidata.org/entity/Q8054982,Yongantun Formation
http://www.wikidata.org/entity/Q8060074,Yuanpu Formation
http://www.wikidata.org/entity/Q8060953,Yuliangze Formation
http://www.wikidata.org/entity/Q8060998,Yulongsi Formation
http://www.wikidata.org/entity/Q8061883,Yushima Formation
http://www.wikidata.org/entity/Q8064346,Zagaje Formation
http://www.wikidata.org/entity/Q8066648,Zarbiz Svita
http://www.wikidata.org/entity/Q8067592,Zaza Formation
http://www.wikidata.org/entity/Q8070613,Zhaoyin Formation
http://www.wikidata.org/entity/Q8070801,Zhenzhuchong Formation
http://www.wikidata.org/entity/Q8070945,Zhongming Formation
http://www.wikidata.org/entity/Q8071229,Zhumabao Formation
http://www.wikidata.org/entity/Q8072832,Zitai Formation
http://www.wikidata.org/entity/Q8073970,Zonggo Formation
http://www.wikidata.org/entity/Q8074468,Zorillo Formation
http://www.wikidata.org/entity/Q8074537,Zorzino Limestone
http://www.wikidata.org/entity/Q8074645,Zoumagang Formation
http://www.wikidata.org/entity/Q8075327,Zuozuo Formation
http://www.wikidata.org/entity/Q8075423,Zusailing Formation
http://www.wikidata.org/entity/Q8075430,Zushimiao Formation
http://www.wikidata.org/entity/Q9261389,Alto Garças Formation
http://www.wikidata.org/entity/Q9261391,Botucatu Formation
http://www.wikidata.org/entity/Q9261397,Furnas Formation
http://www.wikidata.org/entity/Q9261401,Ponta Grossa Formation
http://www.wikidata.org/entity/Q9261403,Serra Geral Formation
http://www.wikidata.org/entity/Q9261420,Gogolin Formation
http://www.wikidata.org/entity/Q9281255,Itararé Group
http://www.wikidata.org/entity/Q10283486,Iapó Formation
http://www.wikidata.org/entity/Q65144130,Cooktown Suite
http://www.wikidata.org/entity/Q65144135,Mount Hartley Suite
http://www.wikidata.org/entity/Q65144143,Waterfall Suite
http://www.wikidata.org/entity/Q65144151,Collingwood Suite
http://www.wikidata.org/entity/Q65144156,Big Tableland Suite
http://www.wikidata.org/entity/Q65144163,Roaring Meg Suite
http://www.wikidata.org/entity/Q65144171,Mount Poverty Suite
http://www.wikidata.org/entity/Q65144179,Hull Granite Suite
http://www.wikidata.org/entity/Q65144187,Wratten Igneous Suite
http://www.wikidata.org/entity/Q65144255,Grimes Intrusive Suite
http://www.wikidata.org/entity/Q65144258,Bakers Creek Suite
http://www.wikidata.org/entity/Q65144274,Coonooer Suite
http://www.wikidata.org/entity/Q65144291,Hemsley Suite
http://www.wikidata.org/entity/Q65144305,Mount Buller Suite
http://www.wikidata.org/entity/Q65144310,Ocean View Suite
http://www.wikidata.org/entity/Q65144316,Glenloth Suite
http://www.wikidata.org/entity/Q65144350,Surveyors Creek Suite
http://www.wikidata.org/entity/Q65144358,Burlington Suite
http://www.wikidata.org/entity/Q65144365,Desert Creek Suite
http://www.wikidata.org/entity/Q65144372,Roberts Creek Suite
http://www.wikidata.org/entity/Q65144377,Junevale Suite
http://www.wikidata.org/entity/Q65144388,Mulindie Suite
http://www.wikidata.org/entity/Q65144394,Rocky Whistler Suite
http://www.wikidata.org/entity/Q65144399,Rudd Suite
http://www.wikidata.org/entity/Q65144407,Sandy Tate Suite
http://www.wikidata.org/entity/Q65144414,Bonnor Suite
http://www.wikidata.org/entity/Q65144448,Merriland Suite
http://www.wikidata.org/entity/Q65144481,Woodstock Suite
http://www.wikidata.org/entity/Q65144517,Fenian Suite
http://www.wikidata.org/entity/Q65144523,Chipley Suite
http://www.wikidata.org/entity/Q65144537,Scrubby Creek Suite
http://www.wikidata.org/entity/Q65144545,Mingela Suite
http://www.wikidata.org/entity/Q65144553,Percy Suite
http://www.wikidata.org/entity/Q65144560,Horse Pocket Suite
http://www.wikidata.org/entity/Q65144566,Tuckers Suite
http://www.wikidata.org/entity/Q65144574,Leichhardt Suite
http://www.wikidata.org/entity/Q65144582,Bogie Suite
http://www.wikidata.org/entity/Q65144595,Cobaw Suite
http://www.wikidata.org/entity/Q65144601,Pinnacle Creek Suite
http://www.wikidata.org/entity/Q65144636,Fiery Suite
http://www.wikidata.org/entity/Q65144663,Birthday Suite
http://www.wikidata.org/entity/Q65144677,Dumgree Suite
http://www.wikidata.org/entity/Q65144684,Bruxner Suite
http://www.wikidata.org/entity/Q65144697,Littlemore Suite
http://www.wikidata.org/entity/Q65144705,Duncans Creek Suite
http://www.wikidata.org/entity/Q65144723,Allia Creek Suite
http://www.wikidata.org/entity/Q65144743,Monal Suite
http://www.wikidata.org/entity/Q65144781,Rainbow Suite
http://www.wikidata.org/entity/Q65144794,Southwark Suite
http://www.wikidata.org/entity/Q65144798,Tin Pot Suite
http://www.wikidata.org/entity/Q65144803,Frederick Suite
http://www.wikidata.org/entity/Q65144808,Grimwade Suite
http://www.wikidata.org/entity/Q65144814,Panton Suite
http://www.wikidata.org/entity/Q65144821,New England Suite
http://www.wikidata.org/entity/Q65144827,Indee Suite
http://www.wikidata.org/entity/Q65144892,Kalkadoon Suite
http://www.wikidata.org/entity/Q65144905,Sophie Downs Suite
http://www.wikidata.org/entity/Q65144914,Minbrie Suite
http://www.wikidata.org/entity/Q65144919,Nine Mile Suite
http://www.wikidata.org/entity/Q65144926,Carrington Suite
http://www.wikidata.org/entity/Q65144932,Jessie Gap Suite
http://www.wikidata.org/entity/Q65144937,Wuluma Suite
http://www.wikidata.org/entity/Q65144942,Illili Suite
http://www.wikidata.org/entity/Q65144962,Waluwiya Suite
http://www.wikidata.org/entity/Q65144978,Melbourne Suite
http://www.wikidata.org/entity/Q65144984,Glenelg Suite
http://www.wikidata.org/entity/Q65144996,Du Faur Suite
http://www.wikidata.org/entity/Q65145000,Angatja Suite
http://www.wikidata.org/entity/Q65145011,Pottoyu Suite
http://www.wikidata.org/entity/Q65145020,Kulpitjata Suite
http://www.wikidata.org/entity/Q65145047,Banalasta Suite
http://www.wikidata.org/entity/Q65145052,Bungulla Suite
http://www.wikidata.org/entity/Q65145064,Mount Duval Suite
http://www.wikidata.org/entity/Q65145074,Turrallo Suite
http://www.wikidata.org/entity/Q65145126,Langenbeck Suite
http://www.wikidata.org/entity/Q65145170,Radley Suite
http://www.wikidata.org/entity/Q65145206,Muckanippie Suite
http://www.wikidata.org/entity/Q65145214,Coles Bay Suite
http://www.wikidata.org/entity/Q65145224,Copper Hill Suite
http://www.wikidata.org/entity/Q65145230,Flying Foam Suite
http://www.wikidata.org/entity/Q65145236,Gilmore Hill Suite
http://www.wikidata.org/entity/Q65145249,Altanmoui Suite
http://www.wikidata.org/entity/Q65145256,Cape Melville Suite
http://www.wikidata.org/entity/Q65145263,Bellenden Ker Suite
http://www.wikidata.org/entity/Q65145277,Barrow Point Suite
http://www.wikidata.org/entity/Q65145282,Boolbun Suite
http://www.wikidata.org/entity/Q65145287,Maneater Suite
http://www.wikidata.org/entity/Q65145292,Lags Suite
http://www.wikidata.org/entity/Q65145299,Nulbullulul Suite
http://www.wikidata.org/entity/Q65145308,Mareeba Suite
http://www.wikidata.org/entity/Q65145313,Mount Carbine Suite
http://www.wikidata.org/entity/Q65145319,Whypalla Suite
http://www.wikidata.org/entity/Q65145323,Cannibal Creek Suite
http://www.wikidata.org/entity/Q65145332,Curraghmore Suite
http://www.wikidata.org/entity/Q65145338,Bakers Blue Suite
http://www.wikidata.org/entity/Q65145343,Talgijah Suite
http://www.wikidata.org/entity/Q65145350,Yates Suite
http://www.wikidata.org/entity/Q65145355,Trevethan Suite
http://www.wikidata.org/entity/Q65145362,Hope Vale Suite
http://www.wikidata.org/entity/Q65145367,Howick Island Suite
http://www.wikidata.org/entity/Q1146483,Solar eclipse of January 15, 1991
http://www.wikidata.org/entity/Q1146490,Solar eclipse of January 26, 1990
http://www.wikidata.org/entity/Q1146497,Solar eclipse of December 24, 1992
http://www.wikidata.org/entity/Q1146513,Solar eclipse of July 22, 1990
http://www.wikidata.org/entity/Q1164503,Solar eclipse of January 4, 2011
http://www.wikidata.org/entity/Q507402,Cryogenian
http://www.wikidata.org/entity/Q544174,Angulatensandstein Formation
http://www.wikidata.org/entity/Q544181,Angulatenton Formation
http://www.wikidata.org/entity/Q576013,Barun Goyot Formation
http://www.wikidata.org/entity/Q581427,Bahariya Formation
http://www.wikidata.org/entity/Q587200,Dachstein Formation
http://www.wikidata.org/entity/Q597383,Orosirian
http://www.wikidata.org/entity/Q621965,Twin Mountains Formation
http://www.wikidata.org/entity/Q2883862,The Divine Miss M
http://www.wikidata.org/entity/Q2921032,Returns
http://www.wikidata.org/entity/Q3383101,Net interest income
http://www.wikidata.org/entity/Q4237223,Debt service ratio
http://www.wikidata.org/entity/Q5013925,CROCI
http://www.wikidata.org/entity/Q5198241,Cyclically adjusted price-to-earnings ratio
http://www.wikidata.org/entity/Q5243357,Days in inventory
http://www.wikidata.org/entity/Q5284038,Dividend cover
http://www.wikidata.org/entity/Q5322573,EBDIT
http://www.wikidata.org/entity/Q5326949,Earnings yield
http://www.wikidata.org/entity/Q6134482,Sustainable growth rate
http://www.wikidata.org/entity/Q7302315,Receivables turnover ratio
http://www.wikidata.org/entity/Q1859159,Solar eclipse of December 25, 2000
http://www.wikidata.org/entity/Q1859295,Solar eclipse of February 26, 1998
http://www.wikidata.org/entity/Q1859795,Solar eclipse of February 5, 2000
http://www.wikidata.org/entity/Q1859810,Solar eclipse of July 1, 2000
http://www.wikidata.org/entity/Q1859834,Solar eclipse of March 9, 1997
http://www.wikidata.org/entity/Q2023932,Solar eclipse of March 30, 2033
http://www.wikidata.org/entity/Q3088934,Georgia–Tennessee border
http://www.wikidata.org/entity/Q3088937,Georgia–Turkey border
http://www.wikidata.org/entity/Q3088939,Georgia–Russia border
http://www.wikidata.org/entity/Q3088942,Hungary–Serbia border
http://www.wikidata.org/entity/Q3088943,Libya–Tunisia border
http://www.wikidata.org/entity/Q3088944,Louisiana–Mississippi border
http://www.wikidata.org/entity/Q3088945,Hungary–Slovenia border
http://www.wikidata.org/entity/Q1026305,Gryphaea-Limestone Formation
http://www.wikidata.org/entity/Q1026306,Ceratitida Formation
http://www.wikidata.org/entity/Q1027534,Mangrullo Formation
http://www.wikidata.org/entity/Q1032944,Candeleros Formation
http://www.wikidata.org/entity/Q1052119,Cañadón Calcáreo Formation
http://www.wikidata.org/entity/Q1052122,Cañadon Asfalto Formation
http://www.wikidata.org/entity/Q1074382,Chinle Formation
http://www.wikidata.org/entity/Q1133173,Cornbrash
http://www.wikidata.org/entity/Q1146515,Cutler Formation
http://www.wikidata.org/entity/Q1165398,Daohugou Beds
http://www.wikidata.org/entity/Q1166838,Variansmergel Formation
http://www.wikidata.org/entity/Q1189871,Dentalien-clay Formation
http://www.wikidata.org/entity/Q1195552,Morrison Formation
http://www.wikidata.org/entity/Q1231282,Göstling Formation
http://www.wikidata.org/entity/Q1265563,Hawkesbury Sandstone
http://www.wikidata.org/entity/Q1288544,Wedel-sandstone Formation
http://www.wikidata.org/entity/Q1301250,Eichberg Formation
http://www.wikidata.org/entity/Q1974966,pied raven
http://www.wikidata.org/entity/Q2512791,Vendian
http://www.wikidata.org/entity/Q3738655,Osmerus eperlanus dentex
http://www.wikidata.org/entity/Q13389102,Middle Ordovician
http://www.wikidata.org/entity/Q5687289,solar eclipse of January 19, 1965 BC
http://www.wikidata.org/entity/Q5687292,solar eclipse of January 29, 1947 BC
http://www.wikidata.org/entity/Q5687294,solar eclipse of August 1, 960 BC
http://www.wikidata.org/entity/Q5687296,solar eclipse of June 6, 678 BC
http://www.wikidata.org/entity/Q5687299,solar eclipse of June 9, 464 BC
http://www.wikidata.org/entity/Q5687301,solar eclipse of June 1, 428 BC
http://www.wikidata.org/entity/Q5687304,solar eclipse of June 3, 363 BC
http://www.wikidata.org/entity/Q5687306,solar eclipse of June 5, 298 BC
http://www.wikidata.org/entity/Q5687308,solar eclipse of June 5, 233 BC
http://www.wikidata.org/entity/Q5687310,solar eclipse of June 7, 168 BC
